_exercise,emg_chest_1,emg_chest_2,emg_chest_3,emg_chest_4,emg_forearm_1,emg_forearm_2,emg_forearm_3,emg_forearm_4,emg_upper_arm_1,emg_upper_arm_2,emg_upper_arm_3,emg_upper_arm_4,pitch_forearm_1,pitch_forearm_2,pitch_forearm_3,pitch_forearm_4,pitch_upper_arm_1,pitch_upper_arm_2,pitch_upper_arm_3,pitch_upper_arm_4,roll_forearm_1,roll_forearm_2,roll_forearm_3,roll_forearm_4,roll_upper_arm_1,roll_upper_arm_2,roll_upper_arm_3,roll_upper_arm_4
bicep curl,53.259563965430658,75.137392019776357,184.23323735089093,105.84245166595358,324.65240641719873,454.09419991775206,496.94940353763974,428.96709173178198,660.64705882367355,1010.1949814891651,1016.6075689016824,1024.3936651583695,-29.363858494449012,-38.061653640479996,-39.191217605920933,-33.998996297820675,0.0,0.0,0.0,0.0,-60.037881530231701,-49.164775812417368,-33.727535993413142,-25.575450431917623,0.0,0.0,0.0,0.0
bicep curl,57.148087206930626,142.72645002058007,79.412998765906323,44.198683669293658,234.84944467295239,215.39819004524992,208.51460304399444,128.22254216370177,861.19744960920127,1004.6088029618001,960.73714520765475,707.28013163299045,-40.678181818177904,-31.024607157547244,-33.666511723570864,-33.822085561496827,0.0,0.0,0.0,0.0,-22.972554504326872,-36.191061291651977,-43.170691073637087,-54.30280131633225,0.0,0.0,0.0,0.0
bicep curl,77.838338132425775,33.349238996319158,129.49280131635302,117.74290415464715,1002.2793089263529,1017.5433977787131,1022.3290826819575,574.6733854378856,1022.9999999999985,1022.9999999999985,1022.9999999999985,1022.9999999999985,-8.8047634718230299,-24.678556149738224,-33.214800493624857,-33.528765939942318,0.0,0.0,0.0,0.0,39.970366104482423,23.198078979837863,5.3328054298567622,-11.212673796795604,0.0,0.0,0.0,0.0
bicep curl,112.9325380501686,72.350473056341556,71.927190456623677,130.34183463597273,145.22665569726178,180.08802961744789,151.81777046481488,138.64541341012921,871.16495269449786,1018.5195392842687,1011.3208556149719,1022.9999999999985,-28.138095433977963,-30.473212669684102,-29.128539695597016,-29.529251336899343,0.0,0.0,0.0,0.0,-60.259440559438389,-46.281106540510784,-26.690028794728946,-12.599572192509472,0.0,0.0,0.0,0.0
bicep curl,-0.22994652407405791,109.59193747433449,202.72480460715403,109.98436857257911,160.02015631428461,200.39695598519228,191.42369395311115,189.27642945288977,626.68243521199076,993.43644590710767,1027.4603044014752,1025.1883998354574,-29.429341834636695,-33.443858494448143,-34.298103661044124,-33.295458658988132,0.0,0.0,0.0,0.0,-59.417293294938112,-48.374109419986368,-34.488473879057608,-25.037568901683699,0.0,0.0,0.0,0.0
bicep curl,65.049362402281801,93.334841628961158,63.138214726457676,128.68983957224657,48.060057589508709,250.95639654476932,621.58412176066372,574.10941999172155,262.46318387509814,884.0711641301699,1057.2801316330579,1029.6688605512122,-31.879345948169039,-28.356433566433367,-36.863290826823402,-36.977564788149103,0.0,0.0,0.0,0.0,-57.825939942410834,-61.665582064992513,-40.722969971192462,-3.8954586589774802,0.0,0.0,0.0,0.0
bicep curl,78.778691896314044,9.3829699711967383,59.9572192513685,172.32990538873867,405.9934183464635,905.36199095037693,1052.2813656931176,1028.5746606334828,1022.9999999999985,1022.9999999999985,1022.9999999999985,1022.9999999999985,-38.411809954747014,-25.009925956392973,-18.140542986423718,-13.631106540518818,0.0,0.0,0.0,0.0,9.6502550390864101,27.053488276436244,49.601431509673226,54.650115178934591,0.0,0.0,0.0,0.0
bicep curl,40.805018510878391,37.628959276038465,118.45907034145003,120.96997120524144,629.22254216381896,969.24023035797757,971.26737967902955,527.21596050993344,1022.9999999999985,1022.9999999999985,1022.9999999999985,1022.9999999999985,-44.832036199091633,-34.265742492796775,-29.800921431513075,-43.645396955989554,0.0,0.0,0.0,0.0,20.72526120938133,28.94099547511647,31.910320855612696,21.267260386667921,0.0,0.0,0.0,0.0
bicep curl,191.53064582476165,106.84944467294061,30.28506787334176,198.53846153849085,585.05388728934383,1060.0703414233512,983.90826820238397,1038.3331962155353,1022.9999999999985,1022.9999999999985,1023.1842863019318,1010.7967914438487,-35.967573015215848,-29.130115178938684,-34.160497737558181,-38.714076511726908,0.0,0.0,0.0,0.0,31.366487042373485,40.207778691896891,33.947190456599493,28.315281777043367,0.0,0.0,0.0,0.0
bicep curl,68.859317153474876,222.74084738792646,130.02550390780749,-11.348827642957849,171.53229123825616,337.04853969559991,283.06787330317798,359.60715754835002,430.49074454970116,951.5372274785326,1038.1316330727996,1027.2155491567241,-35.66403126285411,-30.054537227478857,-38.040756890171345,-40.002324146441779,0.0,0.0,0.0,0.0,-53.650078157137187,-58.136149732617213,-34.786807897974469,-16.993274372682666,0.0,0.0,0.0,0.0
bicep curl,1026.3331962150021,1035.7362402300105,816.43463595199978,59.836281365584142,109.85602632660874,112.59132044425893,102.89099136158035,81.090909090910827,386.16783216762695,344.8557383791719,226.78922254199841,158.25133689848408,-29.505495680793825,-28.19287412587521,-22.466480460716053,-25.527836281365641,0.0,0.0,0.0,0.0,-60.456649526939117,-61.833134101191519,-67.351932538049653,-63.942496914849748,0.0,0.0,0.0,0.0
bicep curl,78.556561085971595,71.574660633483717,75.282188399836613,78.380090497737299,104.96009872483508,346.24310983147018,606.19703825589897,645.92883587001575,854.52241875777474,980.68613739206887,1025.5627313862585,1024.5174825174574,-22.130703414234347,-32.065886466479192,-41.387548334022405,-55.140510078161363,0.0,0.0,0.0,0.0,-67.842443438911275,-50.177823940756518,-29.573315508014442,-11.00524475523712,0.0,0.0,0.0,0.0
bicep curl,76.579596873714252,75.182229535172041,80.491567256272504,73.155491567254614,208.62114356237538,342.12217194573378,354.75483340189248,479.91361579604239,546.72768408073409,894.93582887709442,945.0037021801362,812.14315096669361,-23.150238584948468,-32.216515837106364,-39.830592348831892,-51.164965034968354,0.0,0.0,0.0,0.0,-66.06721925133138,-50.81679144384406,-30.255113122163152,-9.2761744138145072,0.0,0.0,0.0,0.0
bicep curl,11.740847387994265,715.73385438119362,1055.3451254626698,519.30399012735097,390.54504319211253,346.65898807069658,191.08556149731302,222.23858494447552,604.17976141498616,360.00987248045061,546.39572192515425,400.04113533521695,-36.316655697244265,-34.682542163718551,-43.995199506382711,-64.561176470591221,0.0,0.0,0.0,0.0,37.749058000821385,32.301707116410185,15.850086384193798,-4.9512628547951891,0.0,0.0,0.0,0.0
bicep curl,288.97079391210656,375.21431509656003,7.4002468119985734,68.252159605098626,261.05388728921196,403.08350473060904,416.38132455777367,393.57342657341951,638.12587412594451,817.33936651591569,908.62443438910032,792.5244755244729,-28.216162073223799,-37.033755656113229,-53.160024681205947,-56.500999588643708,0.0,0.0,0.0,0.0,-52.519835458652629,-36.02824352117748,-13.679218428621965,6.6987823940831488,0.0,0.0,0.0,0.0
bicep curl,86.280542986387985,65.543397778704943,186.06746194985541,190.02879473466083,590.44960921447966,1004.1279308927135,1042.9403537637982,453.51731797619971,532.51172357046687,318.4862196626874,586.23364870439525,1045.5036610454122,-25.854923899625678,-17.725614973262001,-22.823323735088675,-22.421852735499435,0.0,0.0,0.0,0.0,-57.579712052660568,-71.795614973263071,-66.573722747840151,-67.516227067049726,0.0,0.0,0.0,0.0
bicep curl,315.97778691923565,1081.0617030029894,967.01151789386938,1022.378033730966,203.19251336896696,168.2344714109505,277.28589058004201,266.3175647881468,476.92595639659373,694.93459481699642,646.04072398189339,782.47141094202618,-48.608070752776655,-54.402887700533768,-40.614524886873021,-34.864734677086204,0.0,0.0,0.0,0.0,15.512443438911543,-0.41928013164018774,-23.30432743727869,-47.103311394493232,0.0,0.0,0.0,0.0
bicep curl,260.19950637615648,1034.8576717401479,993.07939119703371,1024.5894693541736,248.60427807490754,345.02920608805709,432.43192102016098,304.52200740431419,638.82723159198702,931.17935006180278,1030.8580830933431,926.46606334840408,-38.863364870427368,-53.340382558621712,-53.943891402711692,-43.476009872479558,0.0,0.0,0.0,0.0,-37.710740436026171,-13.684426162066512,1.4628712464071927,17.971390374335733,0.0,0.0,0.0,0.0
bicep curl,804.49008638429962,1021.5598519128342,1002.5442204853988,1021.344302756066,115.43907856848929,67.503907856844904,77.209790209788352,82.12299465241702,116.23406005758326,143.90497737556726,92.784039489915116,245.72151378044006,-24.065763883175105,-23.809247223364913,-23.631641299876417,-24.35569724393309,0.0,0.0,0.0,0.0,-65.892201563143516,-66.11229946524044,-66.245499794323322,-65.578412176058592,0.0,0.0,0.0,0.0
bicep curl,371.57877416727922,1081.1883998355684,970.86137392019612,1022.9999999999985,528.04648292888976,546.22295351703383,416.21801727681452,416.18387494859223,189.43644590704156,353.63348416297049,507.78897573019327,721.55327025928148,-25.636083916084264,-25.521155902920118,-24.720810366105937,-33.700320855617555,0.0,0.0,0.0,0.0,-64.332180172767778,-63.7571945701361,-65.227001234057454,-49.108346359518137,0.0,0.0,0.0,0.0
chest flye,297.62484574255848,691.16988893476343,987.24845742495825,944.01316330726524,103.17276840807753,213.85232414646629,237.22501028384326,257.282188399826,387.47963800912612,873.24434389157113,1056.2464006580799,665.33525298220206,-20.312854792266531,-13.965956396541682,-12.387897984372499,-23.40505141916729,0.0,0.0,0.0,0.0,21.422451665980574,13.302258329904268,31.251501439747265,53.468864664754669,0.0,0.0,0.0,0.0
chest flye,1026.9109419990632,1052.4528177704697,849.56297819839574,267.91608391600533,54.259769642107294,45.703866721519965,89.042040312635208,169.1867544220689,48.749691485127485,27.179925956434218,123.8818593172668,515.83957219259742,-21.735246812008562,-23.706226655694412,-24.146932949403581,-20.861550802139007,0.0,0.0,0.0,0.0,-61.336120937866937,-61.182116412984684,-38.121139448779168,17.961312217202106,0.0,0.0,0.0,0.0
chest flye,866.62813656936294,984.29411764706958,957.22171945698608,858.60880296166965,316.47716988897065,340.56108597281241,259.52653229125161,289.94529000407545,501.91032496914545,410.48745372271742,369.45824763470534,283.34389140268127,-6.171061291649595,-9.3451830522435824,-14.69227889757348,-13.583105717812035,0.0,0.0,0.0,0.0,83.596803784450998,79.814689428217505,74.148190045247745,75.074866310160402,0.0,0.0,0.0,0.0
chest flye,648.62525709587908,950.94693541759602,887.48169477576471,869.96585767177339,224.19251336898873,210.56931303991399,263.003290826838,340.4574249280206,726.77498971613534,630.77498971608441,438.56437679966535,427.76018099542512,-15.441007815715183,-13.260238584940623,-7.019058000821266,-0.086861373917902773,0.0,0.0,0.0,0.0,25.572743726864367,34.100600575903961,62.766199095029677,75.810283833815831,0.0,0.0,0.0,0.0
chest flye,811.51295763062546,906.35335252986215,943.56807897979195,631.00205676664234,155.10612916496441,221.46812011520689,282.1616618675373,240.21102426982915,272.6528177704655,165.34800493622777,274.78856437682725,284.61291649526095,-3.6519744960939611,-4.5726820238582846,-8.6411188811203559,-5.8069642122578653,0.0,0.0,0.0,0.0,83.822529823116128,84.339498148910309,80.842965857670009,80.84723981900396,0.0,0.0,0.0,0.0
