_exercise,emg_chest_1,emg_chest_2,emg_chest_3,emg_chest_4,emg_chest_5,emg_forearm_1,emg_forearm_2,emg_forearm_3,emg_forearm_4,emg_forearm_5,emg_upper_arm_1,emg_upper_arm_2,emg_upper_arm_3,emg_upper_arm_4,emg_upper_arm_5,pitch_forearm_1,pitch_forearm_2,pitch_forearm_3,pitch_forearm_4,pitch_forearm_5,pitch_upper_arm_1,pitch_upper_arm_2,pitch_upper_arm_3,pitch_upper_arm_4,pitch_upper_arm_5,roll_forearm_1,roll_forearm_2,roll_forearm_3,roll_forearm_4,roll_forearm_5,roll_upper_arm_1,roll_upper_arm_2,roll_upper_arm_3,roll_upper_arm_4,roll_upper_arm_5
bicep curl,61.272315919385434,75.137392019776357,143.39160839164114,184.23323735089093,159.76881941585424,406.82928835874543,454.09419991775206,458.70135746607639,496.94940353763974,446.76182640885742,864.71369806676796,1010.1949814891651,1047.8124228712522,1016.6075689016824,1019.8239407651159,-34.161896338958215,-38.061653640479996,-43.556371863431622,-39.191217605920933,-36.594438502672105,0.0,0.0,0.0,0.0,0.0,-55.620970793908057,-49.164775812417368,-41.087815713692429,-33.727535993413142,-27.040941999173427,0.0,0.0,0.0,0.0,0.0
bicep curl,100.28054298645561,142.72645002058007,139.66351295761083,79.412998765906323,38.812834224586524,212.6544631838658,215.39819004524992,216.96009872479988,208.51460304399444,165.27437268611158,883.07733443032282,1004.6088029618001,1073.3044014808554,960.73714520765475,836.2883587000274,-34.944232825994476,-31.024607157547244,-32.371657754011295,-33.666511723570864,-33.919284245166743,0.0,0.0,0.0,0.0,0.0,-31.074282188404435,-36.191061291651977,-37.436565199509282,-43.170691073637087,-50.380106951875341,0.0,0.0,0.0,0.0,0.0
bicep curl,16.032908268186151,33.349238996319158,83.74290415470216,129.49280131635302,147.72932949403085,942.50143973675767,1017.5433977787131,1061.9160839160766,1022.3290826819575,871.77951460287898,1022.9999999999985,1022.9999999999985,1022.9999999999985,1022.9999999999985,1022.9999999999985,-15.450974907451126,-24.678556149738224,-31.280793911973287,-33.214800493624857,-32.454405594405898,0.0,0.0,0.0,0.0,0.0,31.286042780742669,23.198078979837863,16.459366515830759,5.3328054298567622,-4.3416166186823482,0.0,0.0,0.0,0.0,0.0
bicep curl,76.916906622771805,72.350473056341556,27.977375565608924,71.927190456623677,92.905800082293652,170.03743315509331,180.08802961744789,183.06375976963113,151.81777046481488,142.22089675030634,995.30234471417191,1018.5195392842687,1040.6482928835803,1011.3208556149719,1025.6260798025492,-28.966412998766714,-30.473212669684102,-31.837758124228362,-29.128539695597016,-27.746873714521147,0.0,0.0,0.0,0.0,0.0,-55.657716988888275,-46.281106540510784,-35.384426162066021,-26.690028794728946,-20.075516248451763,0.0,0.0,0.0,0.0,0.0
bicep curl,57.912793089297509,109.59193747433449,173.82064993832793,202.72480460715403,168.83504730560932,179.39037433156528,200.39695598519228,189.07116412998562,191.42369395311115,202.98601398601167,844.85767174015621,993.43644590710767,1040.726038667231,1027.4603044014752,1014.989304812833,-30.865063759771122,-33.443858494448143,-35.140074043603796,-34.298103661044124,-33.107317976141154,0.0,0.0,0.0,0.0,0.0,-55.643447141090064,-48.374109419986368,-41.427671740019619,-34.488473879057608,-29.781883998350995,0.0,0.0,0.0,0.0,0.0
bicep curl,44.35294117647998,93.334841628961158,54.512134923887658,63.138214726457676,54.211435623222997,75.654463183946717,250.95639654476932,472.09954751144869,621.58412176066372,689.17359111476321,569.36363636385727,884.0711641301699,1064.2945290004736,1057.2801316330579,993.14273961332663,-30.771036610447553,-28.356433566433367,-30.598827642948027,-36.863290826823402,-39.926655697244009,0.0,0.0,0.0,0.0,0.0,-59.162879473468287,-61.665582064992513,-56.301641299868876,-40.722969971192462,-21.128095433964305,0.0,0.0,0.0,0.0,0.0
bicep curl,69.392842451640519,9.3829699711967383,38.023035787756854,59.9572192513685,125.12464006585387,644.29370629388188,905.36199095037693,1057.6659810777983,1052.2813656931176,997.8218839983532,1022.9999999999985,1022.9999999999985,1022.9999999999985,1022.9999999999985,1022.9999999999985,-29.342657342652799,-25.009925956392973,-22.078975730149839,-18.140542986423718,-17.125808309335458,0.0,0.0,0.0,0.0,0.0,19.90385438092035,27.053488276436244,37.297062937070464,49.601431509673226,54.658321678323809,0.0,0.0,0.0,0.0,0.0
bicep curl,3.5968737145137961,37.628959276038465,65.795146030471003,118.45907034145003,147.58864664747026,775.8737145208903,969.24023035797757,1061.9909502262433,971.26737967902955,740.61373920181893,1022.9999999999985,1022.9999999999985,1022.9999999999985,1022.9999999999985,1022.9999999999985,-40.226861373916613,-34.265742492796775,-27.67785273549817,-29.800921431513075,-37.923253805023478,0.0,0.0,0.0,0.0,0.0,23.630789798439757,28.94099547511647,33.292414644180369,31.910320855612696,26.416499382965643,0.0,0.0,0.0,0.0,0.0
bicep curl,151.72562731383044,106.84944467294061,25.364047716954786,30.28506787334176,132.33484162901482,861.96256684509137,1060.0703414233512,1068.4784039489768,983.90826820238397,1030.9962978198298,1022.9999999999985,1022.9999999999985,1022.9999999999985,1023.1842863019318,1024.9580419580404,-30.833253805015609,-29.130115178938684,-30.993702180174203,-34.160497737558181,-34.41018099547653,0.0,0.0,0.0,0.0,0.0,37.963747429044851,40.207778691896891,39.069786096254234,33.947190456599493,30.981398601396503,0.0,0.0,0.0,0.0,0.0
bicep curl,151.27725215965518,222.74084738792646,210.63430686957344,130.02550390780749,81.921020156267545,299.96585767180113,337.04853969559991,308.67544220484308,283.06787330317798,332.41505553272282,697.05923488294809,951.5372274785326,1054.9304812834584,1038.1316330727996,1005.6137392019731,-30.944590703412405,-30.054537227478857,-34.00305224187899,-38.040756890171345,-42.260218017277516,0.0,0.0,0.0,0.0,0.0,-58.702595639655499,-58.136149732617213,-49.249843685717416,-34.786807897974469,-22.415351707110215,0.0,0.0,0.0,0.0,0.0
