_exercise,emg_chest_1,emg_chest_2,emg_chest_3,emg_chest_4,emg_forearm_1,emg_forearm_2,emg_forearm_3,emg_forearm_4,emg_upper_arm_1,emg_upper_arm_2,emg_upper_arm_3,emg_upper_arm_4,pitch_forearm_1,pitch_forearm_2,pitch_forearm_3,pitch_forearm_4,pitch_upper_arm_1,pitch_upper_arm_2,pitch_upper_arm_3,pitch_upper_arm_4,roll_forearm_1,roll_forearm_2,roll_forearm_3,roll_forearm_4,roll_upper_arm_1,roll_upper_arm_2,roll_upper_arm_3,roll_upper_arm_4
chest flye,377.82764294537151,526.45043192102924,395.05841217604132,495.06581653640689,5.9411764705818513,446.26285479234684,199.87289181403952,216.21431509666078,188.8967503084794,842.57507198704764,953.35417523648414,876.0308515013952,-19.94495269436451,-14.512768408058742,-9.2576306046902488,-8.1714603044000818,0.0,0.0,0.0,0.0,18.414162895927774,16.514245166599093,19.642616207321794,52.190267379685537,0.0,0.0,0.0,0.0
chest flye,331.17350884404863,789.93459481710431,995.30234471411177,1000.7013574660431,389.04097079387918,269.44385026743464,685.22747840398301,644.97326203206444,81.48770053475306,231.0238584945613,629.9888934594627,527.2587412588698,-18.991436445914331,-13.849111476755059,-10.540279720283168,-22.711246400658471,0.0,0.0,0.0,0.0,4.4072176059140107,1.0190045248869808,6.4075113122200538,17.726631016047953,0.0,0.0,0.0,0.0
chest flye,1022.1526120938063,1018.3669271904548,987.59399424100764,960.53846153850748,150.03899629774799,137.6585767173915,161.92431098314893,209.79925956398264,98.058576717594633,707.34965034977802,979.43356643359709,1016.8638420403203,-6.2106491155929913,-28.949469354177445,-32.204051830525017,-20.989444672958516,0.0,0.0,0.0,0.0,-78.869873303150854,14.355693130408874,26.759288358701582,19.69681201152066,0.0,0.0,0.0,0.0
chest flye,163.79432332370098,784.15343480073568,974.43767996709028,1022.9999999999985,171.37350884410898,267.7651172357327,398.09378856437741,335.45907034138992,479.37556561084557,365.97860962559224,133.16659810777588,394.19169066233781,-18.677334430274197,-10.871999177296196,-18.819765528589013,-5.4348951048900815,0.0,0.0,0.0,0.0,73.430382558619812,77.866314273958125,69.592533936651179,83.437906211440051,0.0,0.0,0.0,0.0
chest flye,152.94529000414136,542.05018510923742,1050.824352118455,1044.2447552447413,317.95187165780914,439.23693953103401,257.58206499381123,355.62690250929194,172.53846153844478,172.49033319622598,216.35252982311934,228.1916906623479,-11.803990127511952,-6.2692636775018959,-3.2517647058792298,16.362213081038387,0.0,0.0,0.0,0.0,68.239551624850051,76.968593171535474,88.765166598105949,65.098440970789653,0.0,0.0,0.0,0.0
chest flye,76.364253394033852,783.554504319476,986.10818593169256,646.25051419155761,395.02945290029413,547.2459893049471,581.51295763056464,518.2825997531578,223.65948169502451,382.9646236118117,544.93747429041389,486.29658576717748,-27.621341834639694,-22.113463595226055,-21.270962566845672,-15.274508432743563,0.0,0.0,0.0,0.0,5.7556931304085612,7.1529823118073361,9.0771164129987287,17.396351295767236,0.0,0.0,0.0,0.0
chest flye,820.90826820235179,891.10119292475486,1030.5758946935346,1015.1879884820473,877.9712052652153,573.64171122991797,493.58329905392537,496.32044426157148,370.39037433159086,488.71081859317098,518.34183463596582,299.30316742075331,0.33426573426748113,-15.432418757710247,-12.948004936244381,-11.963422459892989,0.0,0.0,0.0,0.0,71.565907034139272,41.954450843267807,15.032669683254417,12.057128753598219,0.0,0.0,0.0,0.0
chest flye,255.77005347590989,849.11723570567062,996.66433566431044,628.8922254214948,413.63718634307202,416.18222953518728,572.1184697655367,589.94940353765401,368.0876182640846,349.29740847388854,302.15590292056947,162.22583299053261,-18.184977375567165,-20.139831345124303,-14.199070341423633,-25.364845742494399,0.0,0.0,0.0,0.0,56.127988482102552,42.153994241047982,21.05320444261304,14.297951460304505,0.0,0.0,0.0,0.0
chest flye,36.582887700507328,779.3907856851705,972.02756067461826,1022.9999999999985,1013.9958864664733,1015.2628547922269,666.09008638417015,873.61785273546695,214.86137392024028,534.22542163720288,374.96668037843813,445.58617852733209,-3.379160839155503,2.0645372274741134,-7.0424434389136357,-11.800333196217784,0.0,0.0,0.0,0.0,81.348679555738457,74.420534759352108,37.135051419161599,13.617811600162009,0.0,0.0,0.0,0.0
chest flye,680.0283833811759,586.68778280562458,1039.5598519127807,1022.9999999999985,434.70547099953404,413.27025915265182,614.92102015636885,519.32414644176617,736.92924722335817,545.98971616609845,390.3471822295615,467.23035787740639,-18.582961744134273,-6.571353352530549,-12.058646647473152,-22.148831756480828,0.0,0.0,0.0,0.0,61.53759358289696,81.092443438913833,76.702825997528052,63.704524886876456,0.0,0.0,0.0,0.0
chest flye,352.85067873301909,776.8251748254271,973.93377211024142,1022.9999999999985,881.75067873305125,525.35088440964864,691.30974907447126,681.90456602223492,315.61114767588452,188.13286713289909,509.84409707943479,585.20567667628131,-19.051831756476115,-18.315331139448134,-15.211131221718926,-13.477252159603959,0.0,0.0,0.0,0.0,10.640937062923145,9.9228465651964743,5.1161703002875267,14.058107774581515,0.0,0.0,0.0,0.0
bench press,198.57383792684288,497.88399835468977,779.38996297807557,216.73056355407044,104.99753187988462,75.658165364036549,46.912381735905427,28.118469765527148,314.60345536818676,174.46976552853036,121.06334841627589,73.339777869189177,-8.7051748251747494,-3.9888852324134185,-3.0613986013971326,0.14477581242274973,0.0,0.0,0.0,0.0,80.800896750308524,85.808531468532479,85.895310571782062,85.651057178114186,0.0,0.0,0.0,0.0
bench press,212.86548745368142,304.92019744986283,758.35252982292445,383.33607568906154,198.24928013161704,173.01439736737331,169.20032908264261,80.353352529830659,549.38502673796438,399.71205265332566,707.94487865068118,384.15631427391662,-2.8160756890194825,-9.3644220485383673,-1.6032332373526139,-13.571283422458654,0.0,0.0,0.0,0.0,83.824800493622391,80.233146853146991,85.551855203618942,74.909991772933154,0.0,0.0,0.0,0.0
bench press,178.98807075283906,778.19703825601061,1016.0863842040245,1026.0292060880283,134.53681612504491,64.333196215547858,66.703414232816385,68.039078568500756,454.89510489509729,477.17976141509769,356.51090086377212,275.81160016452469,-3.6291484985607596,-10.609115590290624,-2.7658741258747646,-13.910567667628113,0.0,0.0,0.0,0.0,86.196519950636926,78.921871657755247,86.035503907855798,75.86609214314916,0.0,0.0,0.0,0.0
bench press,164.34183463606871,507.27354997956593,989.48004936225334,349.57712875360488,134.91197038253452,91.454545454537183,68.002468120125059,70.195804195805906,200.27231591937235,230.3829699712451,202.95721925129413,189.67544220485823,-6.3894035376387901,-9.3894405594399242,2.7120773344301585,-4.2111517893874106,0.0,0.0,0.0,0.0,83.30713286713285,82.408568490334162,84.138700123404121,80.968218839982924,0.0,0.0,0.0,0.0
bench press,223.50143973666954,360.53846153873349,1081.0300287947132,976.27478403939961,185.29864253393202,189.98683669269937,99.150143973649861,48.12546277252688,249.17317976138088,310.91896338956286,205.81283422458048,184.99753187988264,-7.9708185931710265,-8.0676388317556409,-8.528350473056193,-2.7718428630211149,0.0,0.0,0.0,0.0,81.978802961744492,81.769300699301382,81.7879884821063,84.974701768817454,0.0,0.0,0.0,0.0
bench press,464.08720691068839,504.1809954751854,565.16042780743896,395.28218839981361,97.896750308534891,111.32373508842171,57.741258741273811,106.58288770053196,190.82311805845131,180.17811600161184,138.02468120114099,150.9650349650268,-2.7548375154254812,-14.387679967091133,-1.9015425750726578,-8.4914397367358845,0.0,0.0,0.0,0.0,88.182122583299659,75.185623200329474,83.228901686545811,70.850621143559479,0.0,0.0,0.0,0.0
bench press,211.13286713290407,427.79020979026325,452.06910736315297,367.46935417525549,152.5109008638351,86.165364047709787,47.178527354988326,34.681201151784336,123.7099958864562,145.94199917727855,126.45742492802847,44.70505964621848,-9.5129370629357091,-13.061345125461811,-13.798194158783705,-1.2012751953937,0.0,0.0,0.0,0.0,81.141814068284745,73.791826408886266,71.652830111062613,80.09375565610857,0.0,0.0,0.0,0.0
bench press,267.73303167418857,402.81694775817238,547.22171945695402,310.33196215551158,62.212669683257239,70.14191690662328,70.337721102443453,61.860962566830267,104.98231180584439,107.14273961332481,139.6524064170942,123.63718634305988,-7.0395104895125105,-4.3498313451242989,-14.255553270256289,-10.430637597701525,0.0,0.0,0.0,0.0,81.83284656519713,81.054220485396328,69.41748663101562,71.769584533110205,0.0,0.0,0.0,0.0
bench press,309.01604278079776,863.15466886071454,941.98313451244508,376.68243521176896,203.08350473060227,119.42616207315987,254.55080213924504,1064.6861373920578,538.20115178939454,435.22706705056993,900.15590292075979,1015.8877005347487,-7.5040518305251336,-6.0246359522820212,-25.798461538459524,-15.833282599755398,0.0,0.0,0.0,0.0,82.089740847385016,83.270090497737485,61.474792266559319,67.576947758122472,0.0,0.0,0.0,0.0
bench press,501.69148498561509,814.05635540943592,1027.1896338954566,467.46894282175168,36.062525709573947,53.036199095035059,71.125874125864343,23.850678733030044,186.11682435209005,255.47552447554608,237.03661044834462,161.19909502262186,-4.1456602221353505,-6.0375606746178523,-19.449835458651904,-18.169329494039864,0.0,0.0,0.0,0.0,84.250493624019143,81.997457836282592,59.154179350063302,68.514944467296615,0.0,0.0,0.0,0.0
bench press,849.978198272486,411.74619498159007,1080.1633072809345,1024.8428630193321,155.21061291649517,110.82640888520967,68.320032908265844,67.436445907032407,349.79020979015337,142.09749074452543,64.659810777464088,275.75318798852732,2.1326655697237911,4.3772151378046154,12.509991772931873,-11.487951460308228,0.0,0.0,0.0,0.0,87.269399424105416,84.513368983956425,80.008194158782715,80.631818181815348,0.0,0.0,0.0,0.0
bench press,937.21472644999687,925.42451665986607,1010.3101604278055,1022.9999999999985,181.03661044834928,113.31921020156121,114.35623200330066,160.3019333607574,96.230769230767606,140.73632250103731,114.10160427808253,144.69683257920056,14.617067050602424,20.439276018097392,11.69988482106211,2.5638502673753476,0.0,0.0,0.0,0.0,75.565923488271977,69.287564788155109,79.96183463595186,78.500785684906802,0.0,0.0,0.0,0.0
bench press,403.19004524881473,916.11394487878499,990.58864664746864,1022.9999999999985,300.53640477173377,283.04977375562663,240.80872069111587,557.91073632256848,61.369395310568287,89.513368983995349,313.88934594821677,492.71740024684607,-1.0517564788142555,-22.985047305634492,25.965240641715674,16.235857671740671,0.0,0.0,0.0,0.0,81.967211024270028,65.234940353763605,68.280493624020352,69.845442204852716,0.0,0.0,0.0,0.0
bench press,1028.1945701357454,1027.0658165364032,1000.2751953927467,819.59399424116748,200.09090909087368,170.81201151790341,228.59029206088439,189.85643767996194,90.77169888935228,69.300287947338916,130.11271081863342,366.0497737556579,19.270485396956964,15.49143562319996,10.859308926367971,3.2936733854362799,0.0,0.0,0.0,0.0,69.477741670093522,74.205002056766688,77.686260798025373,82.212320032909417,0.0,0.0,0.0,0.0
bench press,312.25010283837815,929.83175647896303,997.21143562319901,1022.9999999999985,225.70588235284757,100.5084327437519,157.55820649936894,160.53475935830281,384.8860551213827,432.43850267379162,414.09173179761501,308.33566433565079,-9.0717729329470007,7.7932250102823044,-2.5054833401828929,13.519625668446142,0.0,0.0,0.0,0.0,78.284985602634876,81.680621143559904,79.141135335252102,74.988506787332526,0.0,0.0,0.0,0.0
bench press,358.09173179756357,726.69765528610912,997.22871246400143,1022.9999999999985,50.52694364459002,84.796380090513168,134.60263266146058,119.76923076923353,54.029206088030996,100.10407239820246,118.16700946112555,95.988893459497334,-11.703508844095461,-0.21402303578882131,13.082233648710725,12.606207322087442,0.0,0.0,0.0,0.0,71.396462361167607,84.034627725217987,76.175602632656492,75.510460715757304,0.0,0.0,0.0,0.0
bench press,894.97860962569223,627.23940765125269,1057.9337721102297,1022.9999999999985,971.92060880298834,970.77828054295583,796.41752365276784,628.98642533933116,213.59029206086319,187.98765939939861,81.376799670905925,81.349650349647462,-8.4849403537636032,1.8769230769303573,1.1512834224562465,18.548531468532079,0.0,0.0,0.0,0.0,73.954010695187719,81.277556561084396,78.770477169889077,70.954989716168257,0.0,0.0,0.0,0.0
bench press,1020.2472233648355,901.12916495273532,1023.7342657342616,1022.9999999999985,394.65199506381265,386.46236116820279,213.20485396951622,154.45125462773993,68.933772110241492,76.079391197036387,77.224598930483424,95.39860139860329,-16.296022213080388,-6.4236733854363859,14.309983545868604,12.400654051829575,0.0,0.0,0.0,0.0,72.099662690251705,83.840427807487075,76.078453311393147,76.681789387084351,0.0,0.0,0.0,0.0
bench press,1050.2772521596362,1031.3159193747415,1022.5767174001884,825.24023035793778,187.1402714931842,166.93500617031225,248.96338955163273,191.66351295761169,227.93624023030972,192.95475113124235,149.68983957216258,82.882764294529352,10.962998765942231,6.675960510078383,10.115228301110738,10.772669683257238,0.0,0.0,0.0,0.0,78.596281365691738,83.23264500205633,77.001016042779881,76.834948580831608,0.0,0.0,0.0,0.0
bench press,229.86425339360159,796.73961332808392,975.72768408062382,1022.9999999999985,111.59893048128311,148.18881118880603,169.08761826410623,279.74784039491306,386.27848621967729,469.27272727275238,556.08597285067174,303.69888934586805,4.8303743315517389,-11.00671328671322,-11.025668449203598,-3.4521925133674314,0.0,0.0,0.0,0.0,90.768696009872485,76.747478403948975,78.116487042364156,79.522418757714263,0.0,0.0,0.0,0.0
pushup,1019.5561497325572,877.22953517078861,993.26079802550214,1022.6515837104062,141.79350061701379,86.916906622777887,47.987248046069304,86.763060468962294,586.23735088439105,657.22501028382032,218.86096256681276,393.41711229949971,-16.994105306458366,-12.388181818182643,-22.112793089267608,-27.744117647059827,0.0,0.0,0.0,0.0,-71.736663924311188,-76.437552447550985,-67.169728506783855,-58.746713286711291,0.0,0.0,0.0,0.0
pushup,581.03044014812315,906.75565610868989,959.69189633894575,927.55368161240017,107.95516248457388,102.98436857259404,114.71698889348229,198.78897573015769,502.41217605921941,681.11764705879341,345.39983545871081,516.30522418752003,-7.200785684904381,-7.7299876593987822,-19.132920608804959,-21.010106951871588,0.0,0.0,0.0,0.0,-82.465433977785693,-80.894524886878472,-70.787001234057925,-69.500197449606389,0.0,0.0,0.0,0.0
pushup,553.0608802961126,894.04278074879767,973.87906211430084,653.56931303980298,163.83052241875922,150.37145207731524,128.26162073222847,166.52365281776051,409.54792266561054,827.0530645823851,316.59522830113713,325.41505553267746,-14.278951048951079,-5.4107034142341446,-22.561789387083532,-27.388951048950183,0.0,0.0,0.0,0.0,-74.467688194158455,-84.292570958452103,-67.726083916083738,-61.290830933767865,0.0,0.0,0.0,0.0
pushup,477.13656931304229,884.4985602634091,1017.3360756889975,601.31262854771705,239.0172768408074,436.5351707117054,352.42163718635641,873.23858494448189,236.91526120938826,628.62032085581984,778.88646647449195,581.01151789396579,-19.036795557384679,-17.812439325386055,-2.592102015628023,-32.563850267370292,0.0,0.0,0.0,0.0,-63.922575071988575,-74.53284656519341,-77.511299876597732,-36.154339777845777,0.0,0.0,0.0,0.0
